Epoch,Training Loss,Validation Loss,Validation Accuracy
1,0.8876233696937561,1.6794652405050572,0.5973193473193473
2,0.8065416216850281,1.5614863569014608,0.6022144522144522
3,0.9105067849159241,1.4924180238345954,0.6167832167832168
4,0.8556480407714844,1.4187170281788086,0.6319347319347319
5,0.9347968101501465,1.381670756921029,0.6362470862470863
6,1.0015285015106201,1.3610255111964356,0.6432400932400932
7,1.0550981760025024,1.3330018489770288,0.6463869463869464
8,1.0445451736450195,1.3076645950075523,0.6505827505827506
9,1.0464537143707275,1.290460155237198,0.6530303030303031
10,1.0205645561218262,1.2804478324730344,0.6567599067599068
11,1.0502583980560303,1.2631469764730987,0.6624708624708625
12,1.0939648151397705,1.2462825931165267,0.6653846153846154
13,1.0821789503097534,1.2313684971465801,0.6721445221445221
14,1.0746322870254517,1.2185693281934171,0.6762237762237763
15,1.0276457071304321,1.20852407145353,0.6787878787878788
16,0.992098867893219,1.1981593007886933,0.681002331002331
17,0.9921452403068542,1.1883834199132972,0.6834498834498834
18,0.9599844813346863,1.179941622274119,0.686013986013986
19,0.9519360661506653,1.1729024732285418,0.6884615384615385
20,0.9247143268585205,1.1650774390626935,0.6916083916083916
21,0.9127557873725891,1.1586249370648936,0.6954545454545454
22,0.8763700723648071,1.1539518883567692,0.6965034965034965
23,0.8468259572982788,1.1485629698964994,0.6986013986013986
24,0.827863872051239,1.1438692776541364,0.7001165501165502
25,0.8140542507171631,1.1415639537478046,0.7005827505827505
26,0.8066105246543884,1.1391073134228467,0.7013986013986014
27,0.8009173274040222,1.1368826952020992,0.7026806526806527
28,0.8021330833435059,1.1356785347770968,0.7034965034965035
29,0.7915064096450806,1.1343418743400584,0.7033799533799534
30,0.7799873352050781,1.1330167262148196,0.7034965034965035
31,0.7778058648109436,1.1329322936722417,0.7032634032634033
32,0.7751437425613403,1.1323629095889345,0.7017482517482517
33,0.7751070857048035,1.1324169340156756,0.7020979020979021
34,0.7705536484718323,1.1325888461668625,0.7020979020979021
35,0.7715636491775513,1.13290078716072,0.7012820512820512
36,0.7720863819122314,1.1328786389144314,0.7006993006993008
37,0.7699892520904541,1.1327857315094463,0.7012820512820512
38,0.7712256908416748,1.1331650378836247,0.7008158508158508
39,0.7715328931808472,1.1334091811263685,0.7011655011655011
40,0.77082759141922,1.133536717362538,0.7008158508158508
41,0.7727887630462646,1.133708120488897,0.7004662004662005
42,0.7739787101745605,1.1337744241543732,0.7002331002331003
43,0.772578775882721,1.1340436896947776,0.7004662004662005
44,0.7733514308929443,1.134067440712781,0.7005827505827505
45,0.7741064429283142,1.1341883129566703,0.7004662004662005
46,0.774176299571991,1.1342319124954099,0.7004662004662005
47,0.7749384641647339,1.1342827601501846,0.700932400932401
48,0.7746531367301941,1.1343662912582617,0.7012820512820512
49,0.7757415771484375,1.1345104750994774,0.7016317016317016
50,0.7755610942840576,1.1344907900680232,0.7017482517482517
